gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
CIITA,FALSE,16,2,Inverse variance weighted,0.911,0.767,1.081,0.285,0.84,2,Inverse variance weighted,0.911,0.767,1.081,0.285,0.861,TRUE,ns in both,TRUE
S100A12,FALSE,1,2,Inverse variance weighted,0.973,0.926,1.023,0.286,0.84,2,Inverse variance weighted,0.973,0.926,1.023,0.286,0.861,TRUE,ns in both,TRUE
MTDH,FALSE,8,2,Inverse variance weighted,1.215,0.849,1.74,0.287,0.84,2,Inverse variance weighted,1.215,0.849,1.74,0.287,0.861,TRUE,ns in both,TRUE
ABCC2,FALSE,10,1,Wald ratio,0.912,0.769,1.082,0.29,0.84,1,Wald ratio,0.912,0.769,1.082,0.29,0.861,TRUE,ns in both,TRUE
ADCK2,FALSE,7,1,Wald ratio,1.03,0.975,1.089,0.29,0.84,1,Wald ratio,1.03,0.975,1.089,0.29,0.861,TRUE,ns in both,TRUE
ELAC2,FALSE,17,1,Wald ratio,0.961,0.894,1.034,0.29,0.84,1,Wald ratio,0.961,0.894,1.034,0.29,0.861,TRUE,ns in both,TRUE
FANCE,FALSE,6,1,Wald ratio,0.847,0.624,1.152,0.29,0.84,1,Wald ratio,0.847,0.624,1.152,0.29,0.861,TRUE,ns in both,TRUE
IL27RA,FALSE,19,1,Wald ratio,1.419,0.742,2.716,0.29,0.84,1,Wald ratio,1.419,0.742,2.716,0.29,0.861,TRUE,ns in both,TRUE
NAT14,FALSE,19,1,Wald ratio,0.85,0.628,1.149,0.29,0.84,1,Wald ratio,0.85,0.628,1.149,0.29,0.861,TRUE,ns in both,TRUE
NOB1,FALSE,16,1,Wald ratio,1.218,0.845,1.754,0.29,0.84,1,Wald ratio,1.218,0.845,1.754,0.29,0.861,TRUE,ns in both,TRUE
SIN3A,FALSE,15,1,Wald ratio,1.48,0.716,3.06,0.29,0.84,1,Wald ratio,1.48,0.716,3.06,0.29,0.861,TRUE,ns in both,TRUE
SLC37A3,FALSE,7,1,Wald ratio,1.048,0.961,1.142,0.29,0.84,1,Wald ratio,1.048,0.961,1.142,0.29,0.861,TRUE,ns in both,TRUE
SLK,FALSE,10,3,Inverse variance weighted,1.07,0.944,1.213,0.29,0.84,3,Inverse variance weighted,1.07,0.944,1.213,0.29,0.861,TRUE,ns in both,TRUE
TM6SF1,FALSE,15,1,Wald ratio,0.925,0.8,1.069,0.29,0.84,1,Wald ratio,0.925,0.8,1.069,0.29,0.861,TRUE,ns in both,TRUE
TRPV2,FALSE,17,1,Wald ratio,1.084,0.934,1.259,0.29,0.84,1,Wald ratio,1.084,0.934,1.259,0.29,0.861,TRUE,ns in both,TRUE
UBFD1,FALSE,16,1,Wald ratio,0.926,0.802,1.068,0.29,0.84,1,Wald ratio,0.926,0.802,1.068,0.29,0.861,TRUE,ns in both,TRUE
CIB1,FALSE,15,2,Inverse variance weighted,1.022,0.982,1.063,0.293,0.847,2,Inverse variance weighted,1.022,0.982,1.063,0.293,0.867,TRUE,ns in both,TRUE
KLHL5,FALSE,4,2,Inverse variance weighted,1.032,0.973,1.096,0.295,0.849,2,Inverse variance weighted,1.032,0.973,1.096,0.295,0.869,TRUE,ns in both,TRUE
TCTN1,FALSE,12,2,Inverse variance weighted,0.882,0.697,1.116,0.296,0.849,2,Inverse variance weighted,0.882,0.697,1.116,0.296,0.869,TRUE,ns in both,TRUE
SLCO4C1,FALSE,5,2,Inverse variance weighted,0.93,0.811,1.066,0.297,0.849,2,Inverse variance weighted,0.93,0.811,1.066,0.297,0.869,TRUE,ns in both,TRUE
AHSA1,FALSE,14,1,Wald ratio,1.297,0.793,2.121,0.3,0.849,1,Wald ratio,1.297,0.793,2.121,0.3,0.869,TRUE,ns in both,TRUE
COPZ1,FALSE,12,1,Wald ratio,1.189,0.857,1.65,0.3,0.849,1,Wald ratio,1.189,0.857,1.65,0.3,0.869,TRUE,ns in both,TRUE
ERGIC3,FALSE,20,1,Wald ratio,1.113,0.909,1.365,0.3,0.849,1,Wald ratio,1.113,0.909,1.365,0.3,0.869,TRUE,ns in both,TRUE
LSM4,FALSE,19,1,Wald ratio,0.941,0.838,1.056,0.3,0.849,1,Wald ratio,0.941,0.838,1.056,0.3,0.869,TRUE,ns in both,TRUE
PDXDC1,FALSE,16,1,Wald ratio,1.208,0.845,1.725,0.3,0.849,1,Wald ratio,1.208,0.845,1.725,0.3,0.869,TRUE,ns in both,TRUE
SETD1A,FALSE,16,1,Wald ratio,1.126,0.899,1.41,0.3,0.849,1,Wald ratio,1.126,0.899,1.41,0.3,0.869,TRUE,ns in both,TRUE
SF3B3,FALSE,16,1,Wald ratio,0.93,0.81,1.067,0.3,0.849,1,Wald ratio,0.93,0.81,1.067,0.3,0.869,TRUE,ns in both,TRUE
SFMBT1,FALSE,3,1,Wald ratio,0.894,0.724,1.105,0.3,0.849,1,Wald ratio,0.894,0.724,1.105,0.3,0.869,TRUE,ns in both,TRUE
FPGS,FALSE,9,2,Inverse variance weighted,1.194,0.853,1.673,0.301,0.85,2,Inverse variance weighted,1.194,0.853,1.673,0.301,0.869,TRUE,ns in both,TRUE
OSGEP,FALSE,14,3,Inverse variance weighted,0.974,0.927,1.024,0.302,0.85,3,Inverse variance weighted,0.974,0.927,1.024,0.302,0.869,TRUE,ns in both,TRUE
PTPN12,FALSE,7,4,Inverse variance weighted,0.963,0.896,1.035,0.302,0.85,4,Inverse variance weighted,0.963,0.896,1.035,0.302,0.869,TRUE,ns in both,TRUE
NEIL2,FALSE,8,3,Inverse variance weighted,1.068,0.943,1.21,0.303,0.85,3,Inverse variance weighted,1.068,0.943,1.21,0.303,0.869,TRUE,ns in both,TRUE
ALS2CL,FALSE,3,2,Inverse variance weighted,1.214,0.838,1.759,0.304,0.851,2,Inverse variance weighted,1.214,0.838,1.759,0.304,0.87,TRUE,ns in both,TRUE
WDR18,FALSE,19,2,Inverse variance weighted,1.051,0.956,1.156,0.304,0.851,2,Inverse variance weighted,1.051,0.956,1.156,0.304,0.87,TRUE,ns in both,TRUE
RIN2,FALSE,20,3,Inverse variance weighted,1.141,0.886,1.469,0.307,0.851,3,Inverse variance weighted,1.141,0.886,1.469,0.307,0.87,TRUE,ns in both,TRUE
IL18R1,FALSE,2,2,Inverse variance weighted,0.961,0.891,1.037,0.309,0.851,2,Inverse variance weighted,0.961,0.891,1.037,0.309,0.87,TRUE,ns in both,TRUE
ACSS1,FALSE,20,1,Wald ratio,1.146,0.881,1.489,0.31,0.851,1,Wald ratio,1.146,0.881,1.489,0.31,0.87,TRUE,ns in both,TRUE
CHD1,FALSE,5,1,Wald ratio,1.339,0.762,2.352,0.31,0.851,1,Wald ratio,1.339,0.762,2.352,0.31,0.87,TRUE,ns in both,TRUE
CIRBP,FALSE,19,1,Wald ratio,0.8,0.52,1.231,0.31,0.851,1,Wald ratio,0.8,0.52,1.231,0.31,0.87,TRUE,ns in both,TRUE
FNIP2,FALSE,4,1,Wald ratio,1.058,0.949,1.178,0.31,0.851,1,Wald ratio,1.058,0.949,1.178,0.31,0.87,TRUE,ns in both,TRUE
NEK8,FALSE,17,1,Wald ratio,0.777,0.477,1.265,0.31,0.851,1,Wald ratio,0.777,0.477,1.265,0.31,0.87,TRUE,ns in both,TRUE
SSBP4,FALSE,19,1,Wald ratio,1.122,0.898,1.402,0.31,0.851,1,Wald ratio,1.122,0.898,1.402,0.31,0.87,TRUE,ns in both,TRUE
SSRP1,FALSE,11,1,Wald ratio,1.345,0.759,2.383,0.31,0.851,1,Wald ratio,1.345,0.759,2.383,0.31,0.87,TRUE,ns in both,TRUE
THAP4,FALSE,2,1,Wald ratio,1.221,0.831,1.793,0.31,0.851,1,Wald ratio,1.221,0.831,1.793,0.31,0.87,TRUE,ns in both,TRUE
LARP1,FALSE,5,2,Inverse variance weighted,0.939,0.831,1.061,0.314,0.857,2,Inverse variance weighted,0.939,0.831,1.061,0.314,0.873,TRUE,ns in both,TRUE
VAV2,FALSE,9,3,Inverse variance weighted,0.858,0.637,1.156,0.314,0.857,3,Inverse variance weighted,0.858,0.637,1.156,0.314,0.873,TRUE,ns in both,TRUE
TMEM71,FALSE,8,3,Inverse variance weighted,1.044,0.96,1.136,0.315,0.857,3,Inverse variance weighted,1.044,0.96,1.136,0.315,0.873,TRUE,ns in both,TRUE
EXOC2,FALSE,6,2,Inverse variance weighted,0.926,0.797,1.076,0.317,0.857,2,Inverse variance weighted,0.926,0.797,1.076,0.317,0.873,TRUE,ns in both,TRUE
PARP1,FALSE,1,3,Inverse variance weighted,1.067,0.939,1.211,0.319,0.857,3,Inverse variance weighted,1.067,0.939,1.211,0.319,0.873,TRUE,ns in both,TRUE
GALNT6,FALSE,12,1,Wald ratio,1.083,0.926,1.267,0.32,0.857,1,Wald ratio,1.083,0.926,1.267,0.32,0.873,TRUE,ns in both,TRUE
HMGXB3,FALSE,5,1,Wald ratio,1.058,0.947,1.183,0.32,0.857,1,Wald ratio,1.058,0.947,1.183,0.32,0.873,TRUE,ns in both,TRUE
MAFK,FALSE,7,1,Wald ratio,0.868,0.658,1.147,0.32,0.857,1,Wald ratio,0.868,0.658,1.147,0.32,0.873,TRUE,ns in both,TRUE
PPP1R12A,FALSE,12,1,Wald ratio,1.232,0.817,1.858,0.32,0.857,1,Wald ratio,1.232,0.817,1.858,0.32,0.873,TRUE,ns in both,TRUE
SORBS3,FALSE,8,1,Wald ratio,0.825,0.564,1.206,0.32,0.857,1,Wald ratio,0.825,0.564,1.206,0.32,0.873,TRUE,ns in both,TRUE
TOMM34,FALSE,20,2,Inverse variance weighted,0.971,0.915,1.029,0.32,0.857,2,Inverse variance weighted,0.971,0.915,1.029,0.32,0.873,TRUE,ns in both,TRUE
ZBTB4,FALSE,17,1,Wald ratio,1.091,0.919,1.294,0.32,0.857,1,Wald ratio,1.091,0.919,1.294,0.32,0.873,TRUE,ns in both,TRUE
ZFPM1,FALSE,16,1,Wald ratio,1.285,0.784,2.104,0.32,0.857,1,Wald ratio,1.285,0.784,2.104,0.32,0.873,TRUE,ns in both,TRUE
WDR47,FALSE,1,2,Inverse variance weighted,1.284,0.784,2.105,0.321,0.857,2,Inverse variance weighted,1.284,0.784,2.105,0.321,0.873,TRUE,ns in both,TRUE
CDK9,FALSE,9,2,Inverse variance weighted,1.172,0.856,1.605,0.323,0.857,2,Inverse variance weighted,1.172,0.856,1.605,0.323,0.873,TRUE,ns in both,TRUE
TSPAN10,FALSE,17,2,Inverse variance weighted,1.103,0.908,1.34,0.324,0.857,2,Inverse variance weighted,1.103,0.908,1.34,0.324,0.873,TRUE,ns in both,TRUE
LHPP,FALSE,10,4,Inverse variance weighted,0.959,0.882,1.042,0.326,0.857,4,Inverse variance weighted,0.959,0.882,1.042,0.326,0.873,TRUE,ns in both,TRUE
NAT1,FALSE,8,2,Inverse variance weighted,1.119,0.894,1.402,0.327,0.857,2,Inverse variance weighted,1.119,0.894,1.402,0.327,0.873,TRUE,ns in both,TRUE
ZNF608,FALSE,5,3,Inverse variance weighted,1.109,0.901,1.365,0.328,0.857,3,Inverse variance weighted,1.109,0.901,1.365,0.328,0.873,TRUE,ns in both,TRUE
CLEC4A,FALSE,12,1,Wald ratio,0.945,0.844,1.059,0.33,0.857,1,Wald ratio,0.945,0.844,1.059,0.33,0.873,TRUE,ns in both,TRUE
FNBP1,FALSE,9,3,Inverse variance weighted,1.044,0.957,1.138,0.33,0.857,3,Inverse variance weighted,1.044,0.957,1.138,0.33,0.873,TRUE,ns in both,TRUE
IL18,FALSE,11,1,Wald ratio,0.937,0.822,1.068,0.33,0.857,1,Wald ratio,0.937,0.822,1.068,0.33,0.873,TRUE,ns in both,TRUE
LUC7L,FALSE,16,1,Wald ratio,0.892,0.708,1.123,0.33,0.857,1,Wald ratio,0.892,0.708,1.123,0.33,0.873,TRUE,ns in both,TRUE
MPP7,FALSE,10,1,Wald ratio,0.775,0.465,1.294,0.33,0.857,1,Wald ratio,0.775,0.465,1.294,0.33,0.873,TRUE,ns in both,TRUE
NEK7,FALSE,1,1,Wald ratio,0.834,0.579,1.201,0.33,0.857,1,Wald ratio,0.834,0.579,1.201,0.33,0.873,TRUE,ns in both,TRUE
NSUN5P1,FALSE,7,1,Wald ratio,0.905,0.741,1.106,0.33,0.857,1,Wald ratio,0.905,0.741,1.106,0.33,0.873,TRUE,ns in both,TRUE
POLD2,FALSE,7,1,Wald ratio,1.224,0.815,1.84,0.33,0.857,1,Wald ratio,1.224,0.815,1.84,0.33,0.873,TRUE,ns in both,TRUE
RNF126,FALSE,19,1,Wald ratio,0.837,0.585,1.197,0.33,0.857,1,Wald ratio,0.837,0.585,1.197,0.33,0.873,TRUE,ns in both,TRUE
SLC17A9,FALSE,20,1,Wald ratio,0.936,0.82,1.069,0.33,0.857,1,Wald ratio,0.936,0.82,1.069,0.33,0.873,TRUE,ns in both,TRUE
TTYH2,FALSE,17,2,Inverse variance weighted,0.931,0.807,1.075,0.33,0.857,2,Inverse variance weighted,0.931,0.807,1.075,0.33,0.873,TRUE,ns in both,TRUE
WBP11,FALSE,12,1,Wald ratio,1.126,0.887,1.428,0.33,0.857,1,Wald ratio,1.126,0.887,1.428,0.33,0.873,TRUE,ns in both,TRUE
TRAF3IP2,FALSE,6,3,Inverse variance weighted,1.028,0.972,1.088,0.331,0.857,3,Inverse variance weighted,1.028,0.972,1.088,0.331,0.873,TRUE,ns in both,TRUE
MAPRE2,FALSE,18,2,Inverse variance weighted,1.069,0.934,1.225,0.332,0.858,2,Inverse variance weighted,1.069,0.934,1.225,0.332,0.874,TRUE,ns in both,TRUE
SMARCB1,FALSE,22,3,Inverse variance weighted,0.901,0.729,1.112,0.332,0.858,3,Inverse variance weighted,0.901,0.729,1.112,0.332,0.874,TRUE,ns in both,TRUE
AKR7A2,FALSE,1,2,Inverse variance weighted,0.904,0.738,1.109,0.333,0.858,2,Inverse variance weighted,0.904,0.738,1.109,0.333,0.874,TRUE,ns in both,TRUE
BTBD3,FALSE,20,2,Inverse variance weighted,0.891,0.704,1.127,0.334,0.858,2,Inverse variance weighted,0.891,0.704,1.127,0.334,0.874,TRUE,ns in both,TRUE
PCNT,FALSE,21,2,Inverse variance weighted,0.966,0.902,1.036,0.334,0.858,2,Inverse variance weighted,0.966,0.902,1.036,0.334,0.874,TRUE,ns in both,TRUE
PCMTD1,FALSE,8,2,Inverse variance weighted,1.049,0.952,1.156,0.336,0.858,2,Inverse variance weighted,1.049,0.952,1.156,0.336,0.874,TRUE,ns in both,TRUE
SRBD1,FALSE,2,2,Inverse variance weighted,1.045,0.955,1.143,0.337,0.858,2,Inverse variance weighted,1.045,0.955,1.143,0.337,0.874,TRUE,ns in both,TRUE
BCL2A1,FALSE,15,1,Wald ratio,0.87,0.654,1.158,0.34,0.858,1,Wald ratio,0.87,0.654,1.158,0.34,0.874,TRUE,ns in both,TRUE
BTRC,FALSE,10,1,Wald ratio,1.116,0.891,1.398,0.34,0.858,1,Wald ratio,1.116,0.891,1.398,0.34,0.874,TRUE,ns in both,TRUE
CD58,FALSE,1,1,Wald ratio,0.871,0.655,1.157,0.34,0.858,1,Wald ratio,0.871,0.655,1.157,0.34,0.874,TRUE,ns in both,TRUE
CEP164,FALSE,11,1,Wald ratio,1.209,0.819,1.786,0.34,0.858,1,Wald ratio,1.209,0.819,1.786,0.34,0.874,TRUE,ns in both,TRUE
PAFAH2,FALSE,1,1,Wald ratio,1.043,0.957,1.136,0.34,0.858,1,Wald ratio,1.043,0.957,1.136,0.34,0.874,TRUE,ns in both,TRUE
PTPN18,FALSE,2,1,Wald ratio,0.827,0.559,1.222,0.34,0.858,1,Wald ratio,0.827,0.559,1.222,0.34,0.874,TRUE,ns in both,TRUE
RGS2,FALSE,1,1,Wald ratio,0.911,0.753,1.103,0.34,0.858,1,Wald ratio,0.911,0.753,1.103,0.34,0.874,TRUE,ns in both,TRUE
RNF13,FALSE,3,2,Inverse variance weighted,1.04,0.96,1.126,0.34,0.858,2,Inverse variance weighted,1.04,0.96,1.126,0.34,0.874,TRUE,ns in both,TRUE
UBL3,FALSE,13,2,Inverse variance weighted,1.11,0.896,1.374,0.34,0.858,2,Inverse variance weighted,1.11,0.896,1.374,0.34,0.874,TRUE,ns in both,TRUE
ING1,FALSE,13,2,Inverse variance weighted,0.938,0.822,1.07,0.341,0.858,2,Inverse variance weighted,0.938,0.822,1.07,0.341,0.874,TRUE,ns in both,TRUE
LONP1,FALSE,19,3,Inverse variance weighted,1.034,0.964,1.11,0.345,0.865,3,Inverse variance weighted,1.034,0.964,1.11,0.345,0.879,TRUE,ns in both,TRUE
NFATC2IP,FALSE,16,2,Inverse variance weighted,1.216,0.811,1.822,0.345,0.865,2,Inverse variance weighted,1.216,0.811,1.822,0.345,0.879,TRUE,ns in both,TRUE
DRAM1,FALSE,12,2,Inverse variance weighted,1.071,0.928,1.237,0.346,0.865,2,Inverse variance weighted,1.071,0.928,1.237,0.346,0.879,TRUE,ns in both,TRUE
ITPA,FALSE,20,2,Inverse variance weighted,1.028,0.97,1.09,0.347,0.865,2,Inverse variance weighted,1.028,0.97,1.09,0.347,0.879,TRUE,ns in both,TRUE
CDAN1,FALSE,15,2,Inverse variance weighted,1.107,0.895,1.369,0.349,0.865,2,Inverse variance weighted,1.107,0.895,1.369,0.349,0.879,TRUE,ns in both,TRUE
AEBP1,FALSE,7,1,Wald ratio,1.242,0.788,1.957,0.35,0.865,1,Wald ratio,1.242,0.788,1.957,0.35,0.879,TRUE,ns in both,TRUE
PBLD,FALSE,10,1,Wald ratio,0.765,0.437,1.341,0.35,0.865,1,Wald ratio,0.765,0.437,1.341,0.35,0.879,TRUE,ns in both,TRUE
SAC3D1,FALSE,11,1,Wald ratio,1.064,0.934,1.212,0.35,0.865,1,Wald ratio,1.064,0.934,1.212,0.35,0.879,TRUE,ns in both,TRUE
SNRNP70,FALSE,19,1,Wald ratio,0.907,0.74,1.112,0.35,0.865,1,Wald ratio,0.907,0.74,1.112,0.35,0.879,TRUE,ns in both,TRUE
GPD2,FALSE,2,3,Inverse variance weighted,0.961,0.885,1.045,0.354,0.865,3,Inverse variance weighted,0.961,0.885,1.045,0.354,0.879,TRUE,ns in both,TRUE
TLR4,FALSE,9,3,Inverse variance weighted,1.022,0.976,1.071,0.355,0.865,3,Inverse variance weighted,1.022,0.976,1.071,0.355,0.879,TRUE,ns in both,TRUE
ABCA3,FALSE,16,1,Wald ratio,1.303,0.739,2.298,0.36,0.865,1,Wald ratio,1.303,0.739,2.298,0.36,0.879,TRUE,ns in both,TRUE
C11orf24,FALSE,11,1,Wald ratio,1.112,0.886,1.395,0.36,0.865,1,Wald ratio,1.112,0.886,1.395,0.36,0.879,TRUE,ns in both,TRUE
CLEC12A,FALSE,12,2,Inverse variance weighted,1.125,0.874,1.448,0.36,0.865,2,Inverse variance weighted,1.125,0.874,1.448,0.36,0.879,TRUE,ns in both,TRUE
CNDP2,FALSE,18,3,Inverse variance weighted,1.029,0.968,1.093,0.36,0.865,3,Inverse variance weighted,1.029,0.968,1.093,0.36,0.879,TRUE,ns in both,TRUE
EHD4,FALSE,15,1,Wald ratio,0.956,0.868,1.053,0.36,0.865,1,Wald ratio,0.956,0.868,1.053,0.36,0.879,TRUE,ns in both,TRUE
FBXO30,FALSE,6,1,Wald ratio,0.898,0.712,1.131,0.36,0.865,1,Wald ratio,0.898,0.712,1.131,0.36,0.879,TRUE,ns in both,TRUE
FGD2,FALSE,6,1,Wald ratio,1.084,0.912,1.29,0.36,0.865,1,Wald ratio,1.084,0.912,1.29,0.36,0.879,TRUE,ns in both,TRUE
IGSF8,FALSE,1,1,Wald ratio,0.93,0.797,1.086,0.36,0.865,1,Wald ratio,0.93,0.797,1.086,0.36,0.879,TRUE,ns in both,TRUE
ITPKB,FALSE,1,1,Wald ratio,1.119,0.88,1.423,0.36,0.865,1,Wald ratio,1.119,0.88,1.423,0.36,0.879,TRUE,ns in both,TRUE
NFATC2,FALSE,20,1,Wald ratio,1.385,0.689,2.784,0.36,0.865,1,Wald ratio,1.385,0.689,2.784,0.36,0.879,TRUE,ns in both,TRUE
PIGB,FALSE,15,1,Wald ratio,0.932,0.801,1.084,0.36,0.865,1,Wald ratio,0.932,0.801,1.084,0.36,0.879,TRUE,ns in both,TRUE
PWWP2A,FALSE,5,1,Wald ratio,1.126,0.874,1.45,0.36,0.865,1,Wald ratio,1.126,0.874,1.45,0.36,0.879,TRUE,ns in both,TRUE
REEP3,FALSE,10,1,Wald ratio,1.279,0.755,2.168,0.36,0.865,1,Wald ratio,1.279,0.755,2.168,0.36,0.879,TRUE,ns in both,TRUE
RNF111,FALSE,15,1,Wald ratio,0.793,0.483,1.303,0.36,0.865,1,Wald ratio,0.793,0.483,1.303,0.36,0.879,TRUE,ns in both,TRUE
SNX13,FALSE,7,1,Wald ratio,1.178,0.829,1.674,0.36,0.865,1,Wald ratio,1.178,0.829,1.674,0.36,0.879,TRUE,ns in both,TRUE
TEX261,FALSE,2,1,Wald ratio,0.924,0.78,1.095,0.36,0.865,1,Wald ratio,0.924,0.78,1.095,0.36,0.879,TRUE,ns in both,TRUE
TNRC6B,FALSE,22,1,Wald ratio,0.802,0.5,1.287,0.36,0.865,1,Wald ratio,0.802,0.5,1.287,0.36,0.879,TRUE,ns in both,TRUE
SFI1,FALSE,22,2,Inverse variance weighted,0.95,0.852,1.06,0.361,0.866,2,Inverse variance weighted,0.95,0.852,1.06,0.361,0.88,TRUE,ns in both,TRUE
LRRK2,FALSE,12,2,Inverse variance weighted,1.024,0.973,1.078,0.362,0.866,2,Inverse variance weighted,1.024,0.973,1.078,0.362,0.88,TRUE,ns in both,TRUE
BICD1,FALSE,12,2,Inverse variance weighted,1.084,0.91,1.291,0.366,0.871,2,Inverse variance weighted,1.084,0.91,1.291,0.366,0.885,TRUE,ns in both,TRUE
SGSH,FALSE,17,2,Inverse variance weighted,0.941,0.824,1.074,0.367,0.871,2,Inverse variance weighted,0.941,0.824,1.074,0.367,0.885,TRUE,ns in both,TRUE
GOT2,FALSE,16,2,Inverse variance weighted,1.058,0.935,1.198,0.369,0.871,2,Inverse variance weighted,1.058,0.935,1.198,0.369,0.885,TRUE,ns in both,TRUE
XPR1,FALSE,1,2,Inverse variance weighted,0.875,0.654,1.171,0.369,0.871,2,Inverse variance weighted,0.875,0.654,1.171,0.369,0.885,TRUE,ns in both,TRUE
BACH1,FALSE,21,1,Wald ratio,1.2,0.806,1.785,0.37,0.871,1,Wald ratio,1.2,0.806,1.785,0.37,0.885,TRUE,ns in both,TRUE
EPB41L2,FALSE,6,3,Inverse variance weighted,1.076,0.917,1.263,0.37,0.871,3,Inverse variance weighted,1.076,0.917,1.263,0.37,0.885,TRUE,ns in both,TRUE
FKBP4,FALSE,12,1,Wald ratio,1.22,0.79,1.883,0.37,0.871,1,Wald ratio,1.22,0.79,1.883,0.37,0.885,TRUE,ns in both,TRUE
MINK1,FALSE,17,3,Inverse variance weighted,1.059,0.935,1.2,0.37,0.871,3,Inverse variance weighted,1.059,0.935,1.2,0.37,0.885,TRUE,ns in both,TRUE
RORC,FALSE,1,1,Wald ratio,1.113,0.881,1.405,0.37,0.871,1,Wald ratio,1.113,0.881,1.405,0.37,0.885,TRUE,ns in both,TRUE
UBTF,FALSE,17,1,Wald ratio,1.127,0.867,1.465,0.37,0.871,1,Wald ratio,1.127,0.867,1.465,0.37,0.885,TRUE,ns in both,TRUE
UEVLD,FALSE,11,1,Wald ratio,0.787,0.466,1.329,0.37,0.871,1,Wald ratio,0.787,0.466,1.329,0.37,0.885,TRUE,ns in both,TRUE
NLRC5,FALSE,16,2,Inverse variance weighted,0.944,0.831,1.072,0.371,0.871,2,Inverse variance weighted,0.944,0.831,1.072,0.371,0.885,TRUE,ns in both,TRUE
STK24,FALSE,13,2,Inverse variance weighted,0.927,0.786,1.094,0.372,0.872,2,Inverse variance weighted,0.927,0.786,1.094,0.372,0.885,TRUE,ns in both,TRUE
TMC6,FALSE,17,2,Inverse variance weighted,0.96,0.878,1.05,0.375,0.877,2,Inverse variance weighted,0.96,0.878,1.05,0.375,0.891,TRUE,ns in both,TRUE
NCR3,TRUE,6,4,Inverse variance weighted,1.419,0.653,3.084,0.378,0.877,,,,,,,,FALSE,ns in both,
CXXC1,FALSE,18,1,Wald ratio,0.884,0.672,1.163,0.38,0.877,1,Wald ratio,0.884,0.672,1.163,0.38,0.892,TRUE,ns in both,TRUE
ERCC2,FALSE,19,1,Wald ratio,1.087,0.902,1.311,0.38,0.877,1,Wald ratio,1.087,0.902,1.311,0.38,0.892,TRUE,ns in both,TRUE
FAM91A1,FALSE,8,1,Wald ratio,0.892,0.692,1.151,0.38,0.877,1,Wald ratio,0.892,0.692,1.151,0.38,0.892,TRUE,ns in both,TRUE
FARS2,FALSE,6,1,Wald ratio,0.941,0.821,1.078,0.38,0.877,1,Wald ratio,0.941,0.821,1.078,0.38,0.892,TRUE,ns in both,TRUE
PDE6B,FALSE,4,1,Wald ratio,1.082,0.907,1.292,0.38,0.877,1,Wald ratio,1.082,0.907,1.292,0.38,0.892,TRUE,ns in both,TRUE
ST6GALNAC3,FALSE,1,1,Wald ratio,1.143,0.848,1.541,0.38,0.877,1,Wald ratio,1.143,0.848,1.541,0.38,0.892,TRUE,ns in both,TRUE
TEX10,FALSE,9,1,Wald ratio,1.079,0.91,1.28,0.38,0.877,1,Wald ratio,1.079,0.91,1.28,0.38,0.892,TRUE,ns in both,TRUE
YTHDF2,FALSE,1,1,Wald ratio,0.893,0.694,1.149,0.38,0.877,1,Wald ratio,0.893,0.694,1.149,0.38,0.892,TRUE,ns in both,TRUE
BTBD7,FALSE,14,3,Inverse variance weighted,1.068,0.92,1.24,0.385,0.884,3,Inverse variance weighted,1.068,0.92,1.24,0.385,0.892,TRUE,ns in both,TRUE
CACNB2,FALSE,10,1,Wald ratio,0.907,0.727,1.132,0.39,0.884,1,Wald ratio,0.907,0.727,1.132,0.39,0.892,TRUE,ns in both,TRUE
DHCR24,FALSE,1,1,Wald ratio,1.058,0.93,1.203,0.39,0.884,1,Wald ratio,1.058,0.93,1.203,0.39,0.892,TRUE,ns in both,TRUE
MVD,FALSE,16,1,Wald ratio,0.932,0.793,1.095,0.39,0.884,1,Wald ratio,0.932,0.793,1.095,0.39,0.892,TRUE,ns in both,TRUE
NDUFB9,FALSE,8,1,Wald ratio,1.085,0.901,1.305,0.39,0.884,1,Wald ratio,1.085,0.901,1.305,0.39,0.892,TRUE,ns in both,TRUE
PARP6,FALSE,15,1,Wald ratio,1.142,0.844,1.546,0.39,0.884,1,Wald ratio,1.142,0.844,1.546,0.39,0.892,TRUE,ns in both,TRUE
PHACTR4,FALSE,1,1,Wald ratio,0.945,0.83,1.076,0.39,0.884,1,Wald ratio,0.945,0.83,1.076,0.39,0.892,TRUE,ns in both,TRUE
SMARCD1,FALSE,12,1,Wald ratio,1.114,0.871,1.426,0.39,0.884,1,Wald ratio,1.114,0.871,1.426,0.39,0.892,TRUE,ns in both,TRUE
SPPL2B,FALSE,19,1,Wald ratio,1.239,0.76,2.019,0.39,0.884,1,Wald ratio,1.239,0.76,2.019,0.39,0.892,TRUE,ns in both,TRUE
UBIAD1,FALSE,1,1,Wald ratio,1.273,0.734,2.209,0.39,0.884,1,Wald ratio,1.273,0.734,2.209,0.39,0.892,TRUE,ns in both,TRUE
TEX264,FALSE,3,2,Inverse variance weighted,0.941,0.818,1.082,0.391,0.884,2,Inverse variance weighted,0.941,0.818,1.082,0.391,0.892,TRUE,ns in both,TRUE
